"","ID","SentType","Verb","Token","SentNumber","Group","RT","N","Embedded","order","goal","study","Value","logRT"
"51"," 19663","T6","know","canaries",14,"A",1168,1,1,1,"none","bn","Disagree",7.06304816338817
"52"," 19663","T6","none","eagles",13,"A",1115,1,0,1,"none","bn","Disagree",7.01660968389422
"53"," 19663","T6","none","strawberries",13,"A",700,1,0,1,"none","bn","Disagree",6.5510803350434
"54"," 19663","T6","say","apples",15,"A",630,1,1,1,"none","bn","Disagree",6.44571981938558
"55"," 19663","T6","say","crows",15,"A",534,1,1,1,"none","bn","Disagree",6.2803958389602
"56","16516","T1","know","crocodiles",2,"A",633,1,1,1,"none","bn","Disagree",6.45047042214418
"57","16516","T1","know","horses",2,"A",1220,1,1,1,"none","bn","Disagree",7.1066061377273
"58","16516","T1","none","alligators",1,"A",1055,1,0,1,"none","bn","Disagree",6.96129604591017
"59","16516","T1","none","cats",1,"A",1613,1,0,1,"none","bn","Disagree",7.38585107812521
"60","16516","T1","say","chameleons",3,"A",4585,1,1,1,"none","bn","Disagree",8.43054538469057
"61","16516","T1","say","dogs",3,"A",807,1,1,1,"none","bn","Disagree",6.69332366826995
"62","16516","T2","know","carp",8,"A",531,1,1,1,"none","bn","Agree",6.27476202124194
"63","16516","T2","know","cockroaches",8,"A",597,1,1,1,"none","bn","Agree",6.3919171133926
"64","16516","T2","none","anchovies",7,"A",1440,1,0,1,"none","bn","Agree",7.27239839257005
"65","16516","T2","none","wasps",7,"A",1942,1,0,1,"none","bn","Agree",7.57147364885127
"66","16516","T2","say","cicadas",9,"A",1052,1,1,1,"none","bn","Agree",6.95844839329766
"67","16516","T2","say","cod",9,"A",1047,1,1,1,"none","bn","Agree",6.95368421087054
"68","16516","T3","know","elephants",5,"A",947,1,1,1,"none","bn","Disagree",6.85329909318608
"69","16516","T3","know","lizards",5,"A",2335,1,1,1,"none","bn","Disagree",7.755767170103
"70","16516","T3","none","iguanas",4,"A",885,1,0,1,"none","bn","Disagree",6.78558764500793
"71","16516","T3","none","pigs",4,"A",650,1,0,1,"none","bn","Disagree",6.47697236288968
"72","16516","T3","say","geckos",6,"A",667,1,1,1,"none","bn","Disagree",6.50279004591562
"73","16516","T3","say","sheep",6,"A",565,1,1,1,"none","bn","Disagree",6.33682573114644
"74","16516","T4","know","flies",11,"A",1157,1,1,1,"none","bn","Agree",7.05358572719368
"75","16516","T4","know","mackerels",11,"A",2374,1,1,1,"none","bn","Agree",7.77233157516961
"76","16516","T4","none","ants",10,"A",707,1,0,1,"none","bn","Agree",6.56103066589657
"77","16516","T4","none","piranhas",10,"A",560,1,0,1,"none","bn","Agree",6.32793678372919
"78","16516","T4","say","herring",12,"A",1269,1,1,1,"none","bn","Agree",7.14598446771439
"79","16516","T4","say","mosquitos",12,"A",2000,1,1,1,"none","bn","Agree",7.60090245954208
"80","16516","T5","know","pears",17,"A",1154,1,1,1,"none","bn","Disagree",7.05098944706805
"81","16516","T5","know","sparrows",17,"A",984,1,1,1,"none","bn","Disagree",6.89162589705225
"82","16516","T5","none","owls",16,"A",1515,1,0,1,"none","bn","Disagree",7.32317071794347
"83","16516","T5","none","peaches",16,"A",865,1,0,1,"none","bn","Disagree",6.76272950693188
"84","16516","T5","say","doves",18,"A",896,1,1,1,"none","bn","Disagree",6.79794041297493
"85","16516","T5","say","plums",18,"A",1085,1,1,1,"none","bn","Disagree",6.98933526597456
"86","16516","T6","know","bananas",14,"A",911,1,1,1,"none","bn","Disagree",6.81454289725996
"87","16516","T6","know","canaries",14,"A",3726,1,1,1,"none","bn","Disagree",8.22309055116153
"88","16516","T6","none","eagles",13,"A",658,1,0,1,"none","bn","Disagree",6.48920493132532
"89","16516","T6","none","strawberries",13,"A",1312,1,0,1,"none","bn","Disagree",7.17930796950403
"90","16516","T6","say","apples",15,"A",1271,1,1,1,"none","bn","Disagree",7.14755927118945
"91","16516","T6","say","crows",15,"A",903,1,1,1,"none","bn","Disagree",6.80572255341699
"92","16558","T1","know","eagles",2,"L",554,1,1,2,"none","bn","Agree",6.31716468674728
"93","16558","T1","know","strawberries",2,"L",350,1,1,2,"none","bn","Agree",5.85793315448346
"94","16558","T1","none","herring",1,"L",584,1,0,2,"none","bn","Disagree",6.36990098282823
"95","16558","T1","none","mosquitos",1,"L",713,1,0,2,"none","bn","Agree",6.5694814204143
"96","16558","T1","say","canaries",3,"L",1146,1,1,2,"none","bn","Agree",7.04403289727469
"97","16558","T2","know","alligators",8,"L",493,1,1,2,"none","bn","Agree",6.20050917404269
"98","16558","T2","know","cats",8,"L",1436,1,1,2,"none","bn","Agree",7.26961674960817
"99","16558","T2","none","doves",7,"L",1185,1,0,2,"none","bn","Agree",7.07749805356923
"100","16558","T2","none","plums",7,"L",1277,1,0,2,"none","bn","Agree",7.15226885603254
"101","16558","T2","say","crocodiles",9,"L",573,1,1,2,"none","bn","Agree",6.35088571671474
"102","16558","T2","say","horses",9,"L",1028,1,1,2,"none","bn","Agree",6.93537044601511
"103","16558","T3","know","owls",5,"L",386,1,1,2,"none","bn","Disagree",5.95583736946483
"104","16558","T3","know","peaches",5,"L",689,1,1,2,"none","bn","Disagree",6.53524127101366
"105","16558","T3","none","apples",4,"L",363,1,0,2,"none","bn","Disagree",5.89440283426485
"106","16558","T3","none","crows",4,"L",866,1,0,2,"none","bn","Disagree",6.76388490856244
"107","16558","T3","say","pears",6,"L",865,1,1,2,"none","bn","Disagree",6.76272950693188
"108","16558","T4","know","pigs",11,"L",274,1,1,2,"none","bn","Agree",5.61312810638807
"109","16558","T4","none","chameleons",10,"L",966,1,0,2,"none","bn","Agree",6.87316383421252
"110","16558","T4","none","dogs",10,"L",333,1,0,2,"none","bn","Agree",5.80814248998044
"111","16558","T4","say","elephants",12,"L",357,1,1,2,"none","bn","Agree",5.87773578177964
"112","16558","T4","say","lizards",12,"L",1670,1,1,2,"none","bn","Agree",7.4205789054108
"113","16558","T5","know","ants",17,"L",1427,1,1,2,"none","bn","Disagree",7.26332961747684
"114","16558","T5","know","piranhas",17,"L",604,1,1,2,"none","bn","Disagree",6.40357419793482
"115","16558","T5","none","cicadas",16,"L",778,1,0,2,"none","bn","Disagree",6.65672652417839
"116","16558","T5","none","cod",16,"L",1488,1,0,2,"none","bn","Disagree",7.30518821539304
"117","16558","T5","say","flies",18,"L",305,1,1,2,"none","bn","Disagree",5.72031177660741
"118","16558","T5","say","mackerels",18,"L",511,1,1,2,"none","bn","Disagree",6.2363695902037
"119","16558","T6","know","anchovies",14,"L",571,1,1,2,"none","bn","Disagree",6.34738920965601
"120","16558","T6","know","wasps",14,"L",403,1,1,2,"none","bn","Disagree",5.99893656194668
"121","16558","T6","none","sheep",13,"L",439,1,0,2,"none","bn","Disagree",6.08449941307517
"122","16558","T6","say","carp",15,"L",1012,1,1,2,"none","bn","Disagree",6.91968384984741
"123","16558","T6","say","cockroaches",15,"L",642,1,1,2,"none","bn","Disagree",6.46458830368996
"124","16657","T1","know","sheep",2,"E",991,1,1,1,"none","bn","Agree",6.89871453432999
"125","16657","T1","none","elephants",1,"E",581,1,0,1,"none","bn","Agree",6.36475075685191
"126","16657","T1","none","lizards",1,"E",370,1,0,1,"none","bn","Agree",5.91350300563827
"127","16657","T1","say","wasps",3,"E",469,1,1,1,"none","bn","Agree",6.15060276844628
"128","16657","T2","know","mosquitos",8,"E",227,1,1,1,"none","bn","Agree",5.4249500174814
"129","16657","T2","none","flies",7,"E",308,1,0,1,"none","bn","Agree",5.73009978297357
"130","16657","T2","none","mackerels",7,"E",347,1,0,1,"none","bn","Agree",5.84932477994686
"131","16657","T2","say","eagles",9,"E",565,1,1,1,"none","bn","Agree",6.33682573114644
"132","16657","T3","none","cockroaches",4,"E",444,1,0,1,"none","bn","Disagree",6.09582456243222
"133","16657","T3","say","ants",6,"E",260,1,1,1,"none","bn","Disagree",5.56068163101553
"134","16657","T3","say","piranhas",6,"E",351,1,1,1,"none","bn","Disagree",5.86078622346587
"135","16657","T4","know","apples",11,"E",652,1,1,1,"none","bn","Agree",6.48004456192665
"136","16657","T4","know","crows",11,"E",369,1,1,1,"none","bn","Agree",5.91079664404053
"137","16657","T4","none","bananas",10,"E",378,1,0,1,"none","bn","Agree",5.93489419561959
"138","16657","T4","none","canaries",10,"E",322,1,0,1,"none","bn","Agree",5.77455154554441
"139","16657","T4","say","owls",12,"E",291,1,1,1,"none","bn","Agree",5.67332326717149
"140","16657","T4","say","peaches",12,"E",1214,1,1,1,"none","bn","Agree",7.10167597161944
"141","16657","T5","know","dogs",17,"E",303,1,1,1,"none","bn","Disagree",5.71373280550937
"142","16657","T5","say","iguanas",18,"E",733,1,1,1,"none","bn","Disagree",6.59714570188665
"143","16657","T5","say","pigs",18,"E",517,1,1,1,"none","bn","Disagree",6.24804287450843
"144","16657","T6","know","doves",14,"E",346,1,1,1,"none","bn","Disagree",5.84643877505772
"145","16657","T6","know","plums",14,"E",568,1,1,1,"none","bn","Disagree",6.34212141872115
"146","16657","T6","none","pears",13,"E",474,1,0,1,"none","bn","Disagree",6.16120732169508
"147","16657","T6","none","sparrows",13,"E",368,1,0,1,"none","bn","Disagree",5.90808293816893
"148","16657","T6","say","cats",15,"E",281,1,1,1,"none","bn","Disagree",5.63835466933375
"149","16753","T1","know","eagles",2,"L",2668,1,1,1,"none","bn","Agree",7.88908440703551
"150","16753","T1","know","strawberries",2,"L",1543,1,1,1,"none","bn","Agree",7.34148385236316
"151","16753","T1","none","herring",1,"L",552,1,0,1,"none","bn","Agree",6.31354804627709
"152","16753","T1","none","mosquitos",1,"L",914,1,0,1,"none","bn","Agree",6.81783057145415
"153","16753","T1","say","bananas",3,"L",754,1,1,1,"none","bn","Agree",6.62539236800796
"154","16753","T1","say","canaries",3,"L",1236,1,1,1,"none","bn","Agree",7.11963563801764
"155","16753","T2","know","alligators",8,"L",1624,1,1,1,"none","bn","Agree",7.39264752072162
"156","16753","T2","none","doves",7,"L",509,1,0,1,"none","bn","Agree",6.23244801655052
"157","16753","T2","none","plums",7,"L",439,1,0,1,"none","bn","Agree",6.08449941307517
"158","16753","T2","say","crocodiles",9,"L",1539,1,1,1,"none","bn","Agree",7.33888813383888
"159","16753","T2","say","horses",9,"L",2860,1,1,1,"none","bn","Agree",7.9585769038139
"160","16753","T3","know","owls",5,"L",1799,1,1,1,"none","bn","Disagree",7.49498623395053
"161","16753","T3","know","peaches",5,"L",680,1,1,1,"none","bn","Disagree",6.52209279817015
"162","16753","T3","none","apples",4,"L",2145,1,0,1,"none","bn","Disagree",7.67089483136212
"163","16753","T3","none","crows",4,"L",513,1,0,1,"none","bn","Disagree",6.24027584517077
"164","16753","T3","say","pears",6,"L",1049,1,1,1,"none","bn","Disagree",6.9555926083963
"165","16753","T3","say","sparrows",6,"L",2536,1,1,1,"none","bn","Disagree",7.83834331555712
"166","16753","T4","know","iguanas",11,"L",2011,1,1,1,"none","bn","Agree",7.60638738977265
"167","16753","T4","none","chameleons",10,"L",5177,1,0,1,"none","bn","Agree",8.5519810169019
"168","16753","T4","none","dogs",10,"L",3332,1,0,1,"none","bn","Agree",8.11132800328673
"169","16753","T4","say","lizards",12,"L",795,1,1,1,"none","bn","Agree",6.67834211465433
"170","16753","T5","know","ants",17,"L",608,1,1,1,"none","bn","Disagree",6.41017488196617
"171","16753","T5","know","piranhas",17,"L",1656,1,1,1,"none","bn","Disagree",7.4121603349452
"172","16753","T5","none","cicadas",16,"L",978,1,0,1,"none","bn","Disagree",6.88550967003482
"173","16753","T5","none","cod",16,"L",1003,1,0,1,"none","bn","Disagree",6.91075078796194
"174","16753","T5","say","flies",18,"L",925,1,1,1,"none","bn","Disagree",6.82979373751242
"175","16753","T5","say","mackerels",18,"L",836,1,1,1,"none","bn","Disagree",6.7286286130847
"176","16753","T6","know","anchovies",14,"L",588,1,1,1,"none","bn","Disagree",6.37672694789863
"177","16753","T6","know","wasps",14,"L",390,1,1,1,"none","bn","Disagree",5.96614673912369
"178","16753","T6","none","geckos",13,"L",490,1,0,1,"none","bn","Disagree",6.19440539110467
"179","16753","T6","none","sheep",13,"L",533,1,0,1,"none","bn","Disagree",6.27852142416584
"180","17128","T1","know","crocodiles",2,"A",1240,1,1,1,"none","bn","Agree",7.12286665859908
"181","17128","T1","none","alligators",1,"A",1750,1,0,1,"none","bn","Agree",7.46737106691756
"182","17128","T1","none","cats",1,"A",1401,1,0,1,"none","bn","Agree",7.24494154633701
"183","17128","T1","say","chameleons",3,"A",3981,1,1,1,"none","bn","Agree",8.28928832300032
"184","17128","T1","say","dogs",3,"A",1140,1,1,1,"none","bn","Agree",7.03878354138854
"185","17128","T2","know","cockroaches",8,"A",3229,1,1,1,"none","bn","Agree",8.07992777075827
"186","17128","T2","none","wasps",7,"A",1251,1,0,1,"none","bn","Agree",7.13169851046691
"187","17128","T2","say","cod",9,"A",847,1,1,1,"none","bn","Agree",6.74170069465205
"188","17128","T3","know","elephants",5,"A",967,1,1,1,"none","bn","Disagree",6.87419849545329
"189","17128","T3","know","lizards",5,"A",2033,1,1,1,"none","bn","Disagree",7.61726781362835
"190","17128","T3","none","pigs",4,"A",3114,1,0,1,"none","bn","Disagree",8.04366335239394
"191","17128","T3","say","geckos",6,"A",5023,1,1,1,"none","bn","Disagree",8.52178264375005
"192","17128","T3","say","sheep",6,"A",1907,1,1,1,"none","bn","Disagree",7.55328660560042
"193","17128","T4","know","flies",11,"A",1340,1,1,1,"none","bn","Agree",7.20042489294496
"194","17128","T4","know","mackerels",11,"A",905,1,1,1,"none","bn","Agree",6.80793494369993
"195","17128","T4","none","ants",10,"A",1165,1,0,1,"none","bn","Agree",7.0604763659998
"196","17128","T4","none","piranhas",10,"A",811,1,0,1,"none","bn","Agree",6.69826805411541
"197","17128","T4","say","herring",12,"A",5986,1,1,1,"none","bn","Agree",8.69717868841264
"198","17128","T4","say","mosquitos",12,"A",1865,1,1,1,"none","bn","Agree",7.53101633207792
"199","17128","T5","know","pears",17,"A",1614,1,1,1,"none","bn","Disagree",7.38647084882989
"200","17128","T5","know","sparrows",17,"A",1735,1,1,1,"none","bn","Disagree",7.45876269238096
"201","17128","T5","none","owls",16,"A",1216,1,0,1,"none","bn","Disagree",7.10332206252611
"202","17128","T5","none","peaches",16,"A",1950,1,0,1,"none","bn","Disagree",7.57558465155779
"203","17128","T5","say","doves",18,"A",1332,1,1,1,"none","bn","Disagree",7.19443685110033
"204","17128","T5","say","plums",18,"A",884,1,1,1,"none","bn","Disagree",6.78445706263764
"205","17128","T6","know","bananas",14,"A",2490,1,1,1,"none","bn","Disagree",7.82003798945875
"206","17128","T6","know","canaries",14,"A",4380,1,1,1,"none","bn","Disagree",8.38480400337049
"207","17128","T6","none","eagles",13,"A",1470,1,0,1,"none","bn","Disagree",7.29301767977278
"208","17128","T6","none","strawberries",13,"A",1051,1,0,1,"none","bn","Disagree",6.95749737087695
"209","17128","T6","say","apples",15,"A",937,1,1,1,"none","bn","Disagree",6.84268328223842
"210","17128","T6","say","crows",15,"A",1423,1,1,1,"none","bn","Disagree",7.26052259808985
"211","17134","T1","know","flies",2,"J",4324,1,1,2,"none","bn","Agree",8.3719361787591
"212","17134","T1","know","mackerels",2,"J",4100,1,1,2,"none","bn","Disagree",8.3187422526924
"213","17134","T1","none","ants",1,"J",205,1,0,2,"none","bn","Agree",5.32300997913841
"214","17134","T1","none","piranhas",1,"J",358,1,0,2,"none","bn","Disagree",5.8805329864007
"215","17134","T1","say","herring",3,"J",3792,1,1,2,"none","bn","Disagree",8.24064886337491
"216","17134","T1","say","mosquitos",3,"J",578,1,1,2,"none","bn","Disagree",6.35957386867238
"217","17134","T2","know","pears",8,"J",1005,1,1,2,"none","bn","Agree",6.91274282049318
"218","17134","T2","know","sparrows",8,"J",591,1,1,2,"none","bn","Agree",6.3818160174061
"219","17134","T2","none","owls",7,"J",512,1,0,2,"none","bn","Agree",6.23832462503951
"220","17134","T2","say","doves",9,"J",619,1,1,2,"none","bn","Agree",6.4281052726846
"221","17134","T2","say","plums",9,"J",1215,1,1,2,"none","bn","Agree",7.10249935577465
"222","17134","T3","know","bananas",5,"J",336,1,1,2,"none","bn","Disagree",5.8171111599632
"223","17134","T3","know","canaries",5,"J",473,1,1,2,"none","bn","Disagree",6.15909538849193
"224","17134","T3","none","eagles",4,"J",607,1,0,2,"none","bn","Disagree",6.4085287910595
"225","17134","T3","none","strawberries",4,"J",1122,1,0,2,"none","bn","Disagree",7.02286808608264
"226","17134","T3","say","apples",6,"J",458,1,1,2,"none","bn","Disagree",6.12686918411419
"227","17134","T3","say","crows",6,"J",1248,1,1,2,"none","bn","Disagree",7.12929754892937
"228","17134","T4","know","crocodiles",11,"J",738,1,1,2,"none","bn","Agree",6.60394382460047
"229","17134","T4","know","horses",11,"J",601,1,1,2,"none","bn","Agree",6.39859493453521
"230","17134","T4","none","alligators",10,"J",2811,1,0,2,"none","bn","Agree",7.94129557090653
"231","17134","T4","none","cats",10,"J",461,1,0,2,"none","bn","Agree",6.13339804299665
"232","17134","T4","say","dogs",12,"J",839,1,1,2,"none","bn","Agree",6.73221070646721
"233","17134","T5","know","carp",17,"J",448,1,1,2,"none","bn","Disagree",6.10479323241498
"234","17134","T5","know","cockroaches",17,"J",1986,1,1,2,"none","bn","Disagree",7.59387784460512
"235","17134","T5","none","anchovies",16,"J",1416,1,0,2,"none","bn","Disagree",7.25559127425367
"236","17134","T5","none","wasps",16,"J",747,1,0,2,"none","bn","Disagree",6.61606518513282
"237","17134","T5","say","cicadas",18,"J",1461,1,1,2,"none","bn","Disagree",7.2868764117507
"238","17134","T5","say","cod",18,"J",840,1,1,2,"none","bn","Disagree",6.73340189183736
"239","17134","T6","know","elephants",14,"J",793,1,1,2,"none","bn","Disagree",6.67582322163485
"240","17134","T6","know","lizards",14,"J",2181,1,1,2,"none","bn","Disagree",7.68753876620163
"241","17134","T6","none","iguanas",13,"J",1067,1,0,2,"none","bn","Disagree",6.97260625130175
"242","17134","T6","none","pigs",13,"J",338,1,0,2,"none","bn","Disagree",5.82304589548302
"243","17134","T6","say","geckos",15,"J",2365,1,1,2,"none","bn","Disagree",7.76853330092603
"244","17134","T6","say","sheep",15,"J",411,1,1,2,"none","bn","Disagree",6.01859321449623
"245","17233","T1","know","chameleons",2,"B",871,1,1,2,"none","bn","Agree",6.7696419768525
"246","17233","T1","know","dogs",2,"B",673,1,1,2,"none","bn","Agree",6.51174532964473
"247","17233","T1","none","crocodiles",1,"B",770,1,0,2,"none","bn","Agree",6.64639051484773
"248","17233","T1","none","horses",1,"B",2934,1,0,2,"none","bn","Disagree",7.98412195870293
"249","17233","T1","say","iguanas",3,"B",2865,1,1,2,"none","bn","Disagree",7.96032362914884
"250","17233","T1","say","pigs",3,"B",1520,1,1,2,"none","bn","Agree",7.32646561384032
"251","17233","T2","know","cod",8,"B",1203,1,1,2,"none","bn","Agree",7.09257371597468
"252","17233","T2","none","carp",7,"B",1732,1,0,2,"none","bn","Agree",7.45703208912238
"253","17233","T2","none","cockroaches",7,"B",5312,1,0,2,"none","bn","Agree",8.57772369115627
"254","17233","T2","say","ants",9,"B",1008,1,1,2,"none","bn","Agree",6.91572344863131
"255","17233","T2","say","piranhas",9,"B",1473,1,1,2,"none","bn","Agree",7.29505641646263
"256","17233","T3","know","sheep",5,"B",564,1,1,2,"none","bn","Disagree",6.33505425149806
"257","17233","T3","none","elephants",4,"B",870,1,0,2,"none","bn","Disagree",6.76849321164863
"258","17233","T3","none","lizards",4,"B",1135,1,0,2,"none","bn","Disagree",7.0343879299155
"259","17233","T3","say","anchovies",6,"B",1680,1,1,2,"none","bn","Disagree",7.4265490723973
"260","17233","T3","say","wasps",6,"B",718,1,1,2,"none","bn","Disagree",6.57646956904822
"261","17233","T4","know","herring",11,"B",1081,1,1,2,"none","bn","Agree",6.98564181763921
"262","17233","T4","know","mosquitos",11,"B",836,1,1,2,"none","bn","Agree",6.7286286130847
"263","17233","T4","none","mackerels",10,"B",986,1,0,2,"none","bn","Agree",6.89365635460264
"264","17233","T4","say","eagles",12,"B",602,1,1,2,"none","bn","Agree",6.40025744530882
"265","17233","T4","say","strawberries",12,"B",576,1,1,2,"none","bn","Agree",6.35610766069589
"266","17233","T5","know","doves",17,"B",4590,1,1,2,"none","bn","Disagree",8.43163530305459
"267","17233","T5","know","plums",17,"B",1831,1,1,2,"none","bn","Disagree",7.51261754467451
"268","17233","T5","none","pears",16,"B",1044,1,0,2,"none","bn","Disagree",6.95081476844258
"269","17233","T5","none","sparrows",16,"B",1763,1,0,2,"none","bn","Disagree",7.47477218239787
"270","17233","T5","say","cats",18,"B",1805,1,1,2,"none","bn","Disagree",7.49831587076698
"271","17233","T6","know","apples",14,"B",2027,1,1,2,"none","bn","Disagree",7.614312146452
"272","17233","T6","know","crows",14,"B",751,1,1,2,"none","bn","Disagree",6.62140565176413
"273","17233","T6","none","bananas",13,"B",710,1,0,2,"none","bn","Disagree",6.56526497003536
"274","17233","T6","none","canaries",13,"B",1900,1,0,2,"none","bn","Disagree",7.54960916515453
"275","17233","T6","say","owls",15,"B",733,1,1,2,"none","bn","Disagree",6.59714570188665
"276","17233","T6","say","peaches",15,"B",2711,1,1,2,"none","bn","Disagree",7.90507284949867
"277","17236","T1","know","carp",2,"G",522,1,1,2,"none","bn","Agree",6.25766758788264
"278","17236","T1","know","cockroaches",2,"G",1159,1,1,2,"none","bn","Disagree",7.05531284333975
"279","17236","T1","none","anchovies",1,"G",649,1,0,2,"none","bn","Disagree",6.47543271670409
"280","17236","T1","none","wasps",1,"G",3587,1,0,2,"none","bn","Disagree",8.18507147753228
"281","17236","T1","say","cicadas",3,"G",738,1,1,2,"none","bn","Disagree",6.60394382460047
"282","17236","T1","say","cod",3,"G",786,1,1,2,"none","bn","Disagree",6.66695679242921
"283","17236","T2","know","bananas",8,"G",753,1,1,2,"none","bn","Agree",6.62406522779989
"284","17236","T2","know","canaries",8,"G",768,1,1,2,"none","bn","Agree",6.64378973314767
"285","17236","T2","none","eagles",7,"G",607,1,0,2,"none","bn","Agree",6.4085287910595
"286","17236","T2","none","strawberries",7,"G",379,1,0,2,"none","bn","Agree",5.93753620508243
"287","17236","T2","say","apples",9,"G",365,1,1,2,"none","bn","Agree",5.89989735358249
"288","17236","T2","say","crows",9,"G",797,1,1,2,"none","bn","Agree",6.68085467879022
"289","17236","T3","know","flies",5,"G",331,1,1,2,"none","bn","Disagree",5.80211837537706
"290","17236","T3","know","mackerels",5,"G",495,1,1,2,"none","bn","Disagree",6.20455776256869
"291","17236","T3","none","ants",4,"G",226,1,0,2,"none","bn","Disagree",5.42053499927229
"292","17236","T3","none","piranhas",4,"G",352,1,0,2,"none","bn","Disagree",5.8636311755981
"293","17236","T3","say","herring",6,"G",427,1,1,2,"none","bn","Disagree",6.05678401322862
