"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","WhichCategory","Matrix","Subject","Predicate","SentType","Negation","CompTruth","SubStat","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"46",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",41,1,"test","NULL","PennController","42","_Trial_","Start",1587059454048," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","vultures","birds","reptiles","A","NULL","cb","1","none"
"47",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",41,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059455842," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","vultures","birds","reptiles","A","NULL","cb","1","none"
"48",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",41,1,"test","NULL","PennController","42","_Trial_","End",1587059455844," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","vultures","birds","reptiles","A","NULL","cb","1","none"
"49",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",40,0,"test","NULL","Babies say that kiwis are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"50",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",40,1,"test","NULL","PennController","41","_Trial_","Start",1587059457864," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","none"
"51",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",40,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059458758," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","none"
"52",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",40,1,"test","NULL","PennController","41","_Trial_","End",1587059458759," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","none"
"53",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",33,0,"test","NULL","Babies don't know that tortoises are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"54",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","PennController","34","_Trial_","Start",1587059461130," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","none"
"55",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059462070," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","none"
"56",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","PennController","34","_Trial_","End",1587059462071," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","none"
"57",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",39,0,"test","NULL","Babies say that pigeons are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"58",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",39,1,"test","NULL","PennController","40","_Trial_","Start",1587059464088," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","none"
"59",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",39,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059464781," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","none"
"60",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",39,1,"test","NULL","PennController","40","_Trial_","End",1587059464783," 19663","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","none"
"61",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",38,0,"test","NULL","Zoologists don't say that watermellon are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"62",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","PennController","39","_Trial_","Start",1587059467153," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","none"
"63",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059467604," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","none"
"64",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","PennController","39","_Trial_","End",1587059467606," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","none"
"65",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",28,0,"test","NULL","Zoologists know that monkeys are fruit","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"66",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",28,1,"test","NULL","PennController","29","_Trial_","Start",1587059469625," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","none"
"67",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",28,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059472708," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","none"
"68",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",28,1,"test","NULL","PennController","29","_Trial_","End",1587059472710," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","none"
"69",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",31,0,"test","NULL","Zoologists don't know that cobras are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"70",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",31,1,"test","NULL","PennController","32","_Trial_","Start",1587059475077," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","none"
"71",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",31,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059477563," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","none"
"72",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",31,1,"test","NULL","PennController","32","_Trial_","End",1587059477565," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","none"
"73",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",25,0,"test","NULL","Zoologists know that salmon are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"74",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",25,1,"test","NULL","PennController","26","_Trial_","Start",1587059479587," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","none"
"75",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",25,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059482743," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","none"
"76",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",25,1,"test","NULL","PennController","26","_Trial_","End",1587059482744," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","none"
"77",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",30,0,"test","NULL","Zoologists don't know that cows are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"78",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",30,1,"test","NULL","PennController","31","_Trial_","Start",1587059485119," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","none"
"79",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",30,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059486161," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","none"
"80",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",30,1,"test","NULL","PennController","31","_Trial_","End",1587059486162," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","none"
"81",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",35,0,"test","NULL","Babies don't know that pythons are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"82",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",35,1,"test","NULL","PennController","36","_Trial_","Start",1587059488534," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","none"
"83",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",35,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059488880," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","none"
"84",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",35,1,"test","NULL","PennController","36","_Trial_","End",1587059488881," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","none"
"85",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",29,0,"test","NULL","Zoologists don't know that trouts are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"86",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",29,1,"test","NULL","PennController","30","_Trial_","Start",1587059491255," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","none"
"87",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",29,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059492655," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","none"
"88",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",29,1,"test","NULL","PennController","30","_Trial_","End",1587059492657," 19663","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","none"
"89",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",26,0,"test","NULL","Zoologists know that bears are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"90",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",26,1,"test","NULL","PennController","27","_Trial_","Start",1587059494674," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","none"
"91",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",26,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059495110," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","none"
"92",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",26,1,"test","NULL","PennController","27","_Trial_","End",1587059495111," 19663","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","none"
"93",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",42,0,"test","NULL","Babies say that oranges are fruits","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"94",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",42,1,"test","NULL","PennController","43","_Trial_","Start",1587059497131," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","none"
"95",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",42,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059498855," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","none"
"96",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",42,1,"test","NULL","PennController","43","_Trial_","End",1587059498857," 19663","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","none"
"97",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",34,0,"test","NULL","Babies don't know that beetles are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"98",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",34,1,"test","NULL","PennController","35","_Trial_","Start",1587059501229," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","none"
"99",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",34,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059501858," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","none"
"100",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",34,1,"test","NULL","PennController","35","_Trial_","End",1587059501859," 19663","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","none"
"101",1587059870,"62ffc8ba1564d5ac11a060d047c356e4","PennController",0,0,"intro","NULL","PennController","0","_Trial_","Start",1587059731823,"19687","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"102",1587059870,"62ffc8ba1564d5ac11a060d047c356e4","PennController",0,0,"intro","NULL","TextInput","ID","Final","19687",1587059735239,"19687","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"103",1587059870,"62ffc8ba1564d5ac11a060d047c356e4","PennController",0,0,"intro","NULL","TextInput","ID","First","",1587059733803,"19687","Meta","","","","","","",NA,NA,"","","","","","","cb","1","none"
"104",1587059870,"62ffc8ba1564d5ac11a060d047c356e4","PennController",0,0,"intro","NULL","PennController","0","_Trial_","End",1587059735240,"19687","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"105",1587059870,"62ffc8ba1564d5ac11a060d047c356e4","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1587059735244,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","none"
